buckner_facies,buckner_thick,cottonvalley_alt,cottonvalley_thickness,h2s_class,hosston_alt,hosston_thickness,smackover_alt,smackover_facies,smackover_middepth,smackover_thick,smck_temp_int
3,72.0,-1507.0,430.0,3,-1165.0,277.0,-2001.0,2,2155.0,105.0,71.0
3,72.0,-1504.0,395.0,3,-1157.0,274.0,-1979.0,2,2139.0,113.0,72.0
3,73.0,-1485.0,376.0,10,-1141.0,274.0,-1946.0,2,2104.0,119.0,72.0
3,75.0,-1459.0,388.0,3,-1124.0,274.0,-1911.0,2,2066.0,120.0,72.0
3,76.0,-1440.0,423.0,3,-1114.0,279.0,-1909.0,2,2069.0,121.0,73.0
3,78.0,-1429.0,463.0,3,-1108.0,311.0,-1939.0,2,2108.0,120.0,74.0
3,79.0,-1419.0,494.0,50,-1099.0,327.0,-1978.0,2,2154.0,118.0,75.0
3,80.0,-1403.0,508.0,50,-1083.0,328.0,-1992.0,2,2167.0,113.0,76.0
3,81.0,-1382.0,511.0,50,-1063.0,329.0,-1975.0,2,2148.0,108.0,76.0
3,81.0,-1361.0,513.0,50,-1041.0,333.0,-1938.0,2,2101.0,105.0,76.0
3,81.0,-1344.0,517.0,50,-1022.0,335.0,-1904.0,2,2078.0,107.0,75.0
3,79.0,-1328.0,518.0,50,-1005.0,335.0,-1882.0,2,2053.0,114.0,75.0
3,78.0,-1314.0,518.0,50,-992.0,335.0,-1871.0,2,2030.0,120.0,74.0
3,74.0,-1303.0,518.0,50,-982.0,335.0,-1862.0,2,2007.0,122.0,73.0
3,69.0,-1296.0,518.0,50,-976.0,335.0,-1849.0,2,1993.0,122.0,72.0
3,65.0,-1294.0,516.0,50,-973.0,335.0,-1830.0,2,1969.0,122.0,71.0
3,61.0,-1297.0,505.0,50,-969.0,335.0,-1806.0,2,1947.0,122.0,71.0
3,61.0,-1307.0,479.0,50,-965.0,334.0,-1782.0,2,1925.0,122.0,70.0
3,61.0,-1324.0,440.0,50,-961.0,322.0,-1759.0,2,1904.0,122.0,69.0
3,62.0,-1357.0,393.0,10,-962.0,298.0,-1740.0,2,1881.0,122.0,67.0
3,62.0,-1408.0,349.0,3,-964.0,286.0,-1731.0,2,1868.0,122.0,65.0
3,62.0,-1476.0,324.0,10,-966.0,281.0,-1729.0,2,1854.0,122.0,65.0
3,61.0,-1526.0,332.0,3,-968.0,278.0,-1728.0,2,1854.0,122.0,64.0
3,60.0,-1536.0,357.0,3,-969.0,279.0,-1727.0,2,1855.0,122.0,63.0
3,61.0,-1525.0,397.0,10,-969.0,292.0,-1724.0,2,1852.0,122.0,62.0
3,61.0,-1497.0,416.0,10,-965.0,327.0,-1713.0,2,1834.0,122.0,62.0
3,61.0,-1443.0,414.0,10,-955.0,335.0,-1700.0,2,1821.0,122.0,62.0
3,61.0,-1372.0,403.0,10,-938.0,335.0,-1691.0,2,1819.0,122.0,63.0
3,61.0,-1290.0,418.0,10,-915.0,335.0,-1678.0,2,1802.0,122.0,62.0
3,61.0,-1213.0,455.0,10,-886.0,327.0,-1677.0,2,1796.0,122.0,61.0
3,60.0,-1158.0,457.0,10,-857.0,290.0,-1694.0,2,1816.0,122.0,60.0
3,60.0,-1125.0,454.0,10,-836.0,275.0,-1694.0,4,1817.0,122.0,59.0
3,60.0,-1110.0,416.0,10,-822.0,265.0,-1661.0,4,1774.0,121.0,59.0
3,60.0,-1099.0,397.0,10,-816.0,221.0,-1629.0,4,1748.0,121.0,59.0
3,58.0,-1086.0,404.0,10,-813.0,213.0,-1602.0,4,1722.0,120.0,58.0
3,52.0,-1072.0,447.0,3,-813.0,213.0,-1583.0,4,1692.0,118.0,58.0
3,44.0,-1057.0,457.0,3,-814.0,213.0,-1569.0,4,1668.0,116.0,59.0
3,34.0,-1035.0,465.0,3,-816.0,205.0,-1558.0,4,1654.0,119.0,59.0
3,30.0,-1018.0,485.0,10,-821.0,159.0,-1544.0,4,1644.0,121.0,59.0
3,30.0,-1006.0,496.0,10,-826.0,152.0,-1523.0,4,1622.0,122.0,60.0
3,30.0,-998.0,495.0,10,-833.0,129.0,-1492.0,4,1591.0,122.0,60.0
3,30.0,-993.0,482.0,10,-842.0,98.0,-1453.0,2,1550.0,122.0,60.0
3,30.0,-989.0,461.0,10,-852.0,93.0,-1418.0,2,1513.0,122.0,60.0
3,30.0,-985.0,447.0,50,-863.0,92.0,-1398.0,2,1495.0,122.0,62.0
2,30.0,-980.0,423.0,10,-874.0,91.0,-1383.0,2,1484.0,122.0,63.0
2,30.0,-975.0,400.0,10,-885.0,84.0,-1366.0,2,1467.0,122.0,64.0
2,30.0,-969.0,396.0,10,-896.0,59.0,-1361.0,2,1460.0,122.0,66.0
0,30.0,-962.0,396.0,10,-905.0,39.0,-1367.0,2,1467.0,122.0,67.0
0,30.0,-955.0,396.0,10,-912.0,32.0,-1372.0,2,1473.0,122.0,67.0
0,29.0,-948.0,396.0,10,-916.0,30.0,-1366.0,2,1468.0,122.0,66.0
0,27.0,-940.0,399.0,10,-918.0,30.0,-1349.0,2,1448.0,118.0,66.0
0,19.0,-934.0,422.0,10,-920.0,30.0,-1320.0,2,1415.0,107.0,66.0
0,9.0,-928.0,442.0,10,-922.0,30.0,-1292.0,2,1390.0,97.0,65.0
0,2.0,-922.0,445.0,10,-926.0,61.0,-1271.0,1,1369.0,91.0,67.0
0,-2.0,-918.0,433.0,10,-932.0,91.0,-1258.0,1,1359.0,89.0,68.0
0,-4.0,-917.0,413.0,10,-941.0,93.0,-1257.0,1,1359.0,93.0,68.0
0,-4.0,-916.0,400.0,10,-953.0,129.0,-1267.0,1,1372.0,99.0,67.0
0,-2.0,-912.0,394.0,3,-967.0,164.0,-1284.0,1,1388.0,105.0,67.0
0,1.0,-905.0,387.0,3,-984.0,215.0,-1306.0,1,1404.0,110.0,67.0
0,6.0,-912.0,380.0,3,-1003.0,270.0,-1326.0,1,1428.0,112.0,67.0
0,14.0,-954.0,375.0,10,-1022.0,327.0,-1337.0,1,1448.0,112.0,67.0
0,22.0,-1017.0,368.0,10,-1040.0,382.0,-1339.0,1,1452.0,112.0,67.0
0,28.0,-1057.0,356.0,10,-1055.0,415.0,-1334.0,1,1449.0,111.0,67.0
3,74.0,-1654.0,396.0,10,-1381.0,274.0,-2121.0,2,2255.0,66.0,78.0
3,73.0,-1654.0,398.0,10,-1379.0,274.0,-2109.0,2,2256.0,70.0,77.0
3,72.0,-1652.0,412.0,10,-1377.0,274.0,-2081.0,2,2241.0,72.0,76.0
3,70.0,-1655.0,437.0,3,-1376.0,274.0,-2073.0,2,2239.0,74.0,75.0
3,69.0,-1661.0,451.0,3,-1376.0,274.0,-2092.0,2,2250.0,76.0,75.0
3,68.0,-1667.0,456.0,3,-1379.0,274.0,-2109.0,2,2255.0,79.0,75.0
3,69.0,-1673.0,457.0,3,-1384.0,274.0,-2122.0,2,2263.0,81.0,76.0
3,70.0,-1682.0,458.0,3,-1392.0,274.0,-2136.0,2,2276.0,83.0,78.0
3,71.0,-1693.0,472.0,3,-1401.0,279.0,-2151.0,2,2290.0,83.0,81.0
3,74.0,-1704.0,492.0,3,-1410.0,298.0,-2173.0,2,2313.0,82.0,81.0
3,77.0,-1711.0,503.0,3,-1419.0,314.0,-2198.0,2,2328.0,81.0,80.0
3,80.0,-1709.0,507.0,3,-1434.0,321.0,-2216.0,2,2326.0,77.0,80.0
3,83.0,-1703.0,507.0,3,-1452.0,326.0,-2220.0,2,2329.0,73.0,79.0
3,85.0,-1698.0,490.0,3,-1467.0,331.0,-2218.0,2,2325.0,69.0,78.0
3,87.0,-1695.0,461.0,3,-1468.0,334.0,-2208.0,2,2313.0,66.0,75.0
3,89.0,-1695.0,457.0,3,-1453.0,335.0,-2187.0,2,2293.0,65.0,73.0
3,89.0,-1695.0,457.0,3,-1426.0,335.0,-2164.0,2,2272.0,67.0,73.0
3,90.0,-1693.0,455.0,3,-1402.0,335.0,-2145.0,2,2257.0,70.0,72.0
3,89.0,-1685.0,453.0,3,-1388.0,335.0,-2141.0,2,2266.0,74.0,72.0
3,89.0,-1674.0,454.0,3,-1381.0,329.0,-2150.0,2,2281.0,79.0,70.0
3,88.0,-1657.0,457.0,3,-1371.0,327.0,-2162.0,2,2308.0,82.0,69.0
3,86.0,-1633.0,461.0,3,-1346.0,329.0,-2170.0,2,2322.0,84.0,69.0
3,84.0,-1601.0,472.0,3,-1307.0,333.0,-2162.0,2,2302.0,86.0,71.0
3,81.0,-1567.0,500.0,3,-1262.0,335.0,-2147.0,2,2280.0,89.0,73.0
3,79.0,-1541.0,517.0,3,-1226.0,335.0,-2134.0,2,2272.0,94.0,73.0
3,78.0,-1534.0,518.0,3,-1211.0,335.0,-2121.0,2,2277.0,100.0,73.0
3,77.0,-1544.0,505.0,3,-1211.0,332.0,-2106.0,2,2269.0,107.0,72.0
3,77.0,-1554.0,474.0,3,-1212.0,294.0,-2077.0,2,2236.0,115.0,73.0
3,77.0,-1549.0,446.0,3,-1206.0,275.0,-2045.0,2,2205.0,120.0,74.0
3,78.0,-1532.0,435.0,3,-1192.0,274.0,-2010.0,2,2167.0,122.0,73.0
3,79.0,-1513.0,447.0,3,-1175.0,279.0,-1982.0,2,2142.0,122.0,75.0
3,80.0,-1497.0,475.0,3,-1159.0,308.0,-1979.0,2,2145.0,122.0,76.0
3,82.0,-1480.0,507.0,3,-1146.0,334.0,-1998.0,2,2169.0,122.0,76.0
3,83.0,-1462.0,519.0,50,-1132.0,335.0,-2030.0,2,2203.0,122.0,78.0
3,84.0,-1444.0,520.0,50,-1114.0,335.0,-2043.0,2,2217.0,121.0,78.0
3,84.0,-1424.0,518.0,50,-1093.0,335.0,-2025.0,2,2199.0,118.0,78.0
3,85.0,-1405.0,518.0,50,-1072.0,335.0,-1997.0,3,2163.0,115.0,78.0
3,84.0,-1388.0,518.0,50,-1054.0,335.0,-1967.0,4,2143.0,116.0,78.0
3,84.0,-1370.0,519.0,50,-1038.0,335.0,-1946.0,4,2117.0,120.0,77.0
3,82.0,-1353.0,522.0,50,-1023.0,335.0,-1933.0,2,2097.0,122.0,76.0
3,78.0,-1337.0,527.0,50,-1010.0,335.0,-1925.0,2,2073.0,122.0,74.0
3,74.0,-1326.0,529.0,50,-1001.0,335.0,-1914.0,2,2055.0,122.0,73.0
3,68.0,-1318.0,531.0,50,-996.0,335.0,-1896.0,2,2036.0,122.0,71.0
3,64.0,-1318.0,530.0,50,-992.0,335.0,-1873.0,2,2010.0,122.0,71.0
3,64.0,-1324.0,522.0,50,-990.0,335.0,-1847.0,2,1979.0,122.0,71.0
3,64.0,-1337.0,501.0,50,-990.0,335.0,-1823.0,2,1957.0,122.0,71.0
3,66.0,-1357.0,461.0,10,-991.0,334.0,-1805.0,2,1943.0,122.0,69.0
3,66.0,-1389.0,416.0,10,-993.0,331.0,-1800.0,2,1940.0,122.0,67.0
3,65.0,-1434.0,388.0,10,-994.0,326.0,-1800.0,2,1936.0,122.0,67.0
3,62.0,-1461.0,390.0,10,-992.0,323.0,-1801.0,2,1927.0,122.0,67.0
3,61.0,-1454.0,417.0,10,-989.0,324.0,-1799.0,2,1920.0,122.0,65.0
3,61.0,-1424.0,449.0,10,-983.0,331.0,-1796.0,2,1919.0,122.0,63.0
3,62.0,-1392.0,466.0,10,-972.0,335.0,-1787.0,2,1908.0,122.0,62.0
3,61.0,-1365.0,460.0,10,-956.0,335.0,-1769.0,2,1889.0,122.0,62.0
3,61.0,-1335.0,449.0,10,-935.0,335.0,-1760.0,2,1885.0,122.0,63.0
3,61.0,-1287.0,452.0,10,-915.0,335.0,-1751.0,2,1877.0,122.0,64.0
3,61.0,-1233.0,457.0,10,-894.0,335.0,-1756.0,2,1876.0,122.0,63.0
3,61.0,-1194.0,457.0,10,-871.0,322.0,-1767.0,2,1880.0,122.0,62.0
3,61.0,-1165.0,454.0,10,-852.0,281.0,-1750.0,3,1860.0,122.0,62.0
3,61.0,-1142.0,413.0,10,-839.0,272.0,-1708.0,4,1814.0,122.0,61.0
3,61.0,-1119.0,396.0,10,-831.0,232.0,-1664.0,4,1772.0,122.0,60.0
3,59.0,-1094.0,400.0,10,-827.0,213.0,-1629.0,4,1741.0,122.0,60.0
3,52.0,-1071.0,443.0,10,-825.0,213.0,-1610.0,4,1721.0,122.0,60.0
3,43.0,-1054.0,463.0,3,-825.0,213.0,-1597.0,4,1707.0,122.0,59.0
3,35.0,-1038.0,502.0,10,-826.0,207.0,-1585.0,4,1692.0,122.0,60.0
3,31.0,-1027.0,518.0,10,-829.0,162.0,-1570.0,4,1677.0,122.0,60.0
3,30.0,-1020.0,525.0,10,-834.0,152.0,-1552.0,4,1652.0,122.0,60.0
3,30.0,-1015.0,526.0,10,-840.0,151.0,-1530.0,4,1629.0,122.0,61.0
3,30.0,-1011.0,517.0,10,-848.0,142.0,-1495.0,2,1594.0,122.0,61.0
3,30.0,-1007.0,496.0,50,-857.0,133.0,-1463.0,2,1560.0,122.0,62.0
3,30.0,-1003.0,461.0,50,-867.0,123.0,-1441.0,2,1537.0,122.0,63.0
3,30.0,-998.0,456.0,10,-877.0,106.0,-1422.0,2,1520.0,122.0,64.0
2,30.0,-991.0,432.0,10,-887.0,94.0,-1412.0,2,1514.0,122.0,65.0
2,30.0,-984.0,399.0,10,-896.0,91.0,-1407.0,2,1511.0,122.0,67.0
2,30.0,-976.0,396.0,10,-904.0,83.0,-1405.0,2,1506.0,122.0,67.0
0,30.0,-967.0,396.0,10,-911.0,70.0,-1406.0,2,1507.0,122.0,66.0
0,31.0,-959.0,397.0,10,-914.0,58.0,-1400.0,2,1501.0,122.0,66.0
0,31.0,-951.0,426.0,10,-915.0,49.0,-1385.0,2,1485.0,122.0,66.0
0,27.0,-943.0,455.0,10,-915.0,41.0,-1365.0,2,1467.0,117.0,66.0
0,20.0,-936.0,457.0,10,-916.0,35.0,-1340.0,2,1440.0,108.0,67.0
0,12.0,-929.0,457.0,10,-918.0,63.0,-1321.0,2,1418.0,100.0,68.0
0,6.0,-923.0,457.0,10,-922.0,91.0,-1307.0,2,1410.0,98.0,68.0
0,3.0,-919.0,454.0,10,-928.0,91.0,-1303.0,1,1408.0,102.0,67.0
0,2.0,-915.0,442.0,10,-939.0,107.0,-1312.0,1,1422.0,107.0,67.0
0,3.0,-909.0,427.0,10,-952.0,150.0,-1326.0,1,1439.0,116.0,67.0
0,6.0,-908.0,419.0,3,-969.0,194.0,-1347.0,1,1453.0,121.0,67.0
0,12.0,-936.0,418.0,10,-987.0,251.0,-1372.0,1,1476.0,121.0,67.0
0,19.0,-1001.0,417.0,10,-1007.0,314.0,-1386.0,1,1497.0,121.0,67.0
0,25.0,-1060.0,411.0,10,-1025.0,374.0,-1389.0,1,1504.0,121.0,67.0
0,28.0,-1081.0,400.0,10,-1042.0,415.0,-1384.0,1,1500.0,121.0,67.0
3,79.0,-1705.0,407.0,10,-1420.0,274.0,-2185.0,3,2330.0,80.0,80.0
3,78.0,-1707.0,432.0,10,-1420.0,274.0,-2174.0,3,2326.0,84.0,79.0
3,76.0,-1707.0,452.0,10,-1420.0,274.0,-2150.0,2,2311.0,87.0,79.0
3,75.0,-1709.0,457.0,3,-1421.0,275.0,-2150.0,2,2326.0,89.0,78.0
3,74.0,-1715.0,457.0,3,-1422.0,275.0,-2171.0,2,2339.0,91.0,77.0
3,73.0,-1722.0,457.0,3,-1427.0,274.0,-2192.0,2,2346.0,93.0,77.0
3,74.0,-1730.0,458.0,3,-1434.0,274.0,-2206.0,2,2367.0,95.0,78.0
3,75.0,-1741.0,483.0,3,-1446.0,274.0,-2219.0,2,2382.0,96.0,80.0
3,77.0,-1756.0,513.0,3,-1460.0,295.0,-2236.0,2,2396.0,96.0,81.0
3,79.0,-1771.0,518.0,10,-1473.0,332.0,-2257.0,2,2410.0,95.0,81.0
3,82.0,-1778.0,518.0,10,-1490.0,335.0,-2278.0,2,2412.0,93.0,81.0
3,84.0,-1776.0,518.0,10,-1517.0,335.0,-2292.0,2,2410.0,90.0,82.0
3,86.0,-1769.0,518.0,10,-1549.0,335.0,-2294.0,2,2409.0,86.0,81.0
3,88.0,-1765.0,517.0,10,-1575.0,335.0,-2288.0,2,2402.0,84.0,81.0
3,89.0,-1762.0,483.0,10,-1577.0,335.0,-2269.0,2,2382.0,80.0,78.0
3,90.0,-1765.0,457.0,10,-1554.0,335.0,-2242.0,2,2354.0,78.0,76.0
3,90.0,-1770.0,449.0,3,-1518.0,335.0,-2221.0,2,2335.0,80.0,74.0
3,90.0,-1776.0,417.0,3,-1493.0,334.0,-2209.0,2,2326.0,85.0,73.0
3,90.0,-1777.0,407.0,3,-1487.0,312.0,-2210.0,2,2339.0,89.0,73.0
3,90.0,-1772.0,409.0,10,-1491.0,289.0,-2220.0,2,2357.0,94.0,73.0
3,89.0,-1754.0,415.0,10,-1487.0,308.0,-2230.0,2,2379.0,97.0,72.0
3,88.0,-1723.0,426.0,3,-1456.0,334.0,-2234.0,2,2393.0,99.0,72.0
3,87.0,-1688.0,443.0,3,-1396.0,335.0,-2229.0,2,2380.0,100.0,74.0
3,85.0,-1652.0,461.0,3,-1331.0,335.0,-2219.0,2,2361.0,104.0,74.0
3,84.0,-1622.0,495.0,3,-1281.0,335.0,-2210.0,2,2357.0,109.0,75.0
3,83.0,-1609.0,518.0,3,-1255.0,335.0,-2190.0,2,2352.0,115.0,74.0
3,82.0,-1608.0,518.0,3,-1247.0,335.0,-2171.0,4,2341.0,119.0,74.0
3,82.0,-1604.0,515.0,3,-1245.0,327.0,-2146.0,4,2309.0,121.0,75.0
3,82.0,-1591.0,502.0,3,-1241.0,302.0,-2113.0,4,2270.0,122.0,75.0
3,83.0,-1573.0,496.0,3,-1230.0,298.0,-2090.0,4,2243.0,122.0,76.0
3,84.0,-1556.0,503.0,3,-1215.0,317.0,-2060.0,4,2221.0,122.0,77.0
3,84.0,-1542.0,516.0,3,-1199.0,334.0,-2040.0,2,2211.0,122.0,80.0
3,85.0,-1523.0,531.0,50,-1183.0,335.0,-2051.0,2,2224.0,122.0,80.0
3,86.0,-1503.0,554.0,50,-1167.0,335.0,-2082.0,3,2251.0,122.0,80.0
3,87.0,-1484.0,562.0,50,-1150.0,335.0,-2093.0,3,2268.0,122.0,81.0
3,87.0,-1469.0,551.0,50,-1131.0,335.0,-2073.0,3,2246.0,122.0,81.0
3,88.0,-1455.0,539.0,50,-1111.0,335.0,-2052.0,3,2219.0,121.0,82.0
3,88.0,-1439.0,540.0,100,-1091.0,335.0,-2032.0,4,2202.0,122.0,81.0
3,87.0,-1419.0,552.0,50,-1073.0,335.0,-2014.0,4,2183.0,122.0,79.0
3,86.0,-1396.0,566.0,100,-1055.0,335.0,-2001.0,4,2172.0,122.0,77.0
3,83.0,-1374.0,573.0,100,-1038.0,335.0,-1992.0,3,2153.0,122.0,75.0
3,79.0,-1356.0,575.0,100,-1026.0,335.0,-1979.0,3,2130.0,122.0,74.0
3,75.0,-1344.0,575.0,100,-1018.0,335.0,-1961.0,3,2111.0,122.0,72.0
3,72.0,-1339.0,575.0,50,-1014.0,335.0,-1937.0,2,2088.0,122.0,71.0
3,71.0,-1340.0,568.0,50,-1013.0,335.0,-1908.0,2,2049.0,122.0,72.0
3,72.0,-1347.0,548.0,50,-1013.0,335.0,-1884.0,2,2020.0,122.0,71.0
3,73.0,-1357.0,522.0,50,-1014.0,335.0,-1869.0,2,1998.0,122.0,70.0
3,74.0,-1371.0,495.0,10,-1016.0,335.0,-1867.0,2,1995.0,122.0,69.0
3,73.0,-1391.0,476.0,10,-1015.0,335.0,-1870.0,2,2002.0,122.0,68.0
3,71.0,-1397.0,477.0,10,-1012.0,335.0,-1872.0,2,2001.0,122.0,67.0
3,70.0,-1381.0,494.0,10,-1005.0,335.0,-1870.0,2,1996.0,122.0,65.0
3,68.0,-1360.0,512.0,10,-995.0,335.0,-1867.0,2,1988.0,122.0,64.0
3,65.0,-1348.0,517.0,10,-979.0,335.0,-1856.0,2,1971.0,122.0,63.0
3,63.0,-1337.0,506.0,10,-956.0,335.0,-1837.0,2,1951.0,122.0,63.0
3,61.0,-1318.0,487.0,10,-930.0,335.0,-1829.0,2,1942.0,122.0,64.0
3,61.0,-1286.0,475.0,10,-910.0,335.0,-1823.0,2,1940.0,122.0,64.0
3,61.0,-1249.0,476.0,10,-894.0,335.0,-1822.0,2,1936.0,122.0,64.0
3,61.0,-1220.0,475.0,10,-877.0,334.0,-1819.0,2,1926.0,122.0,63.0
3,61.0,-1198.0,462.0,10,-863.0,305.0,-1789.0,3,1895.0,122.0,62.0
3,61.0,-1171.0,446.0,10,-852.0,275.0,-1737.0,4,1843.0,122.0,61.0
3,61.0,-1138.0,423.0,10,-844.0,253.0,-1686.0,4,1790.0,122.0,61.0
3,59.0,-1101.0,431.0,10,-840.0,216.0,-1654.0,4,1755.0,122.0,60.0
3,53.0,-1069.0,456.0,10,-837.0,213.0,-1637.0,4,1738.0,122.0,60.0
3,46.0,-1050.0,486.0,10,-836.0,213.0,-1624.0,4,1725.0,122.0,60.0
3,39.0,-1040.0,517.0,10,-836.0,212.0,-1611.0,4,1711.0,122.0,60.0
3,34.0,-1035.0,531.0,10,-838.0,190.0,-1596.0,4,1696.0,122.0,60.0
3,31.0,-1032.0,567.0,10,-841.0,163.0,-1580.0,4,1678.0,122.0,60.0
3,30.0,-1031.0,559.0,10,-847.0,156.0,-1558.0,4,1658.0,122.0,61.0
3,30.0,-1029.0,521.0,10,-853.0,155.0,-1532.0,2,1632.0,122.0,61.0
3,30.0,-1026.0,514.0,50,-861.0,154.0,-1503.0,2,1601.0,122.0,63.0
3,30.0,-1022.0,469.0,10,-870.0,153.0,-1478.0,2,1573.0,122.0,64.0
3,30.0,-1016.0,457.0,10,-879.0,148.0,-1460.0,2,1557.0,122.0,65.0
2,30.0,-1009.0,451.0,10,-887.0,133.0,-1450.0,2,1550.0,122.0,67.0
2,30.0,-1000.0,407.0,10,-895.0,106.0,-1441.0,2,1543.0,122.0,68.0
2,30.0,-991.0,396.0,10,-902.0,93.0,-1437.0,2,1538.0,122.0,67.0
0,31.0,-982.0,396.0,10,-908.0,91.0,-1435.0,2,1536.0,122.0,67.0
0,31.0,-973.0,407.0,10,-911.0,91.0,-1426.0,2,1525.0,122.0,67.0
0,31.0,-964.0,450.0,10,-912.0,90.0,-1413.0,2,1512.0,122.0,67.0
0,30.0,-955.0,457.0,10,-912.0,86.0,-1399.0,2,1502.0,121.0,68.0
0,27.0,-947.0,457.0,10,-912.0,80.0,-1382.0,2,1483.0,117.0,68.0
0,22.0,-938.0,457.0,10,-913.0,86.0,-1368.0,2,1464.0,110.0,68.0
0,17.0,-931.0,457.0,10,-915.0,91.0,-1355.0,2,1453.0,106.0,67.0
0,13.0,-924.0,457.0,10,-919.0,91.0,-1349.0,2,1453.0,109.0,67.0
0,11.0,-918.0,457.0,10,-926.0,93.0,-1356.0,1,1466.0,114.0,67.0
0,12.0,-915.0,457.0,10,-938.0,122.0,-1370.0,1,1482.0,120.0,67.0
0,15.0,-929.0,457.0,10,-953.0,163.0,-1389.0,1,1497.0,122.0,67.0
0,20.0,-979.0,457.0,10,-971.0,217.0,-1415.0,1,1518.0,122.0,67.0
0,24.0,-1046.0,456.0,10,-990.0,280.0,-1433.0,1,1542.0,122.0,67.0
0,27.0,-1084.0,454.0,10,-1009.0,344.0,-1437.0,1,1547.0,122.0,67.0
0,29.0,-1090.0,445.0,10,-1026.0,392.0,-1430.0,1,1541.0,122.0,67.0
3,85.0,-1763.0,449.0,10,-1462.0,275.0,-2241.0,3,2386.0,96.0,82.0
3,85.0,-1764.0,457.0,10,-1461.0,280.0,-2234.0,3,2384.0,98.0,81.0
3,83.0,-1762.0,457.0,10,-1462.0,291.0,-2226.0,3,2385.0,101.0,81.0
3,81.0,-1764.0,457.0,10,-1464.0,306.0,-2232.0,3,2405.0,104.0,80.0
3,81.0,-1770.0,457.0,3,-1468.0,311.0,-2247.0,2,2419.0,106.0,80.0
3,80.0,-1778.0,457.0,3,-1475.0,284.0,-2266.0,2,2433.0,107.0,80.0
3,80.0,-1787.0,470.0,10,-1486.0,274.0,-2284.0,2,2456.0,109.0,80.0
3,81.0,-1803.0,512.0,10,-1503.0,274.0,-2302.0,2,2476.0,110.0,81.0
3,82.0,-1824.0,518.0,10,-1523.0,277.0,-2321.0,2,2488.0,111.0,82.0
3,84.0,-1844.0,518.0,10,-1546.0,299.0,-2340.0,2,2490.0,109.0,83.0
3,86.0,-1853.0,519.0,10,-1577.0,329.0,-2355.0,2,2494.0,106.0,83.0
3,88.0,-1847.0,523.0,10,-1615.0,335.0,-2364.0,2,2489.0,103.0,82.0
3,89.0,-1835.0,523.0,50,-1657.0,335.0,-2365.0,2,2486.0,100.0,82.0
3,90.0,-1825.0,519.0,50,-1683.0,336.0,-2357.0,2,2477.0,98.0,82.0
3,90.0,-1821.0,508.0,50,-1679.0,338.0,-2333.0,2,2452.0,95.0,81.0
3,90.0,-1824.0,467.0,10,-1646.0,336.0,-2299.0,2,2417.0,92.0,79.0
3,91.0,-1831.0,444.0,10,-1600.0,335.0,-2273.0,2,2393.0,95.0,76.0
3,91.0,-1840.0,401.0,10,-1567.0,325.0,-2270.0,2,2393.0,99.0,76.0
3,91.0,-1845.0,396.0,10,-1555.0,281.0,-2282.0,2,2412.0,104.0,76.0
3,91.0,-1841.0,396.0,50,-1554.0,274.0,-2293.0,2,2436.0,108.0,75.0
3,91.0,-1822.0,397.0,50,-1549.0,281.0,-2300.0,2,2452.0,112.0,75.0
3,90.0,-1785.0,399.0,10,-1529.0,326.0,-2300.0,2,2462.0,115.0,75.0
3,89.0,-1745.0,410.0,3,-1467.0,335.0,-2296.0,3,2453.0,117.0,75.0
3,88.0,-1711.0,448.0,3,-1382.0,335.0,-2290.0,3,2438.0,119.0,76.0
3,87.0,-1687.0,469.0,3,-1323.0,335.0,-2281.0,3,2433.0,121.0,77.0
3,87.0,-1674.0,513.0,3,-1292.0,335.0,-2252.0,3,2414.0,122.0,77.0
3,86.0,-1666.0,531.0,3,-1278.0,335.0,-2226.0,0,2388.0,122.0,77.0
3,86.0,-1650.0,554.0,3,-1272.0,335.0,-2207.0,4,2369.0,122.0,78.0
3,87.0,-1627.0,549.0,3,-1267.0,335.0,-2179.0,4,2332.0,122.0,78.0
3,87.0,-1608.0,543.0,3,-1259.0,335.0,-2165.0,4,2313.0,122.0,78.0
3,88.0,-1593.0,543.0,3,-1246.0,335.0,-2130.0,4,2293.0,122.0,79.0
3,88.0,-1580.0,556.0,3,-1231.0,335.0,-2098.0,4,2272.0,122.0,81.0
3,88.0,-1564.0,573.0,3,-1214.0,335.0,-2105.0,4,2272.0,122.0,82.0
3,88.0,-1545.0,579.0,50,-1201.0,336.0,-2130.0,3,2299.0,122.0,83.0
3,88.0,-1528.0,579.0,50,-1187.0,341.0,-2142.0,3,2317.0,122.0,83.0
3,89.0,-1516.0,579.0,50,-1172.0,350.0,-2130.0,3,2303.0,122.0,84.0
3,89.0,-1507.0,578.0,50,-1155.0,349.0,-2117.0,3,2280.0,122.0,85.0
3,89.0,-1494.0,578.0,100,-1136.0,341.0,-2104.0,3,2270.0,122.0,84.0
3,89.0,-1475.0,579.0,100,-1114.0,336.0,-2091.0,4,2265.0,122.0,82.0
3,88.0,-1450.0,579.0,100,-1090.0,335.0,-2081.0,4,2258.0,122.0,79.0
3,87.0,-1421.0,579.0,100,-1069.0,335.0,-2064.0,4,2228.0,122.0,75.0
3,85.0,-1395.0,579.0,100,-1052.0,335.0,-2042.0,3,2196.0,122.0,74.0
3,82.0,-1374.0,579.0,100,-1042.0,335.0,-2023.0,3,2182.0,122.0,73.0
3,81.0,-1363.0,579.0,100,-1036.0,335.0,-1999.0,3,2152.0,122.0,73.0
